25	1	46	14	15056792
62	14	2	14	15056733
2	14	62	14	15056732
2	14	62	15	15059408
2	1	0	15	15059451
2	1	9	15	15059450
2	1	0	15	15059407
62	14	2	15	15059409
2	1	12	15	15059406
26	25	40	16	15059736
55	0	67	16	15061673
2	1	12	16	15061293
2	26	29	17	15065118
68	10	12	17	15062765
12	11	68	17	15062766
46	2	57	17	15062873
69	23	29	17	15064030
1	13	36	17	15065637
10	8	46	17	15065081
29	0	70	17	15062001
9	14	28	17	15064945
28	14	9	17	15064946
69	23	29	17	15064834
12	27	51	18	15069654
71	28	72	18	15069568
72	28	71	18	15069567
72	0	73	18	15069448
72	1	9	18	15069447
2	1	11	18	15068244
2	14	28	18	15070200
28	14	74	18	15069454
71	28	72	18	15068254
72	28	71	18	15068253
75	1	57	18	15067859
76	29	54	18	15067446
66	18	2	18	15066190
2	18	66	18	15066189
28	14	2	18	15070201
28	14	77	18	15069453
77	14	28	18	15069451
74	14	28	18	15069452
71	28	72	18	15068694
72	28	71	18	15068693
75	1	57	18	15068908
74	14	77	18	15069450
77	14	74	18	15069449
2	0	78	19	15074627
79	15	57	19	15072488
29	4	80	19	15070537
81	4	1	19	15070674
12	30	57	19	15072489
76	29	54	19	15073818
26	13	2	19	15073914
72	28	71	19	15074342
2	1	11	19	15074344
71	28	72	19	15074343
0	31	51	19	15074437
0	27	51	19	15074436
0	27	82	19	15074435
83	32	6	20	15078672
6	32	83	20	15078526
83	32	6	20	15078525
6	32	83	20	15078673
83	14	6	20	15078674
6	32	83	20	15076803
29	4	1	20	15075046
2	1	12	20	15076642
2	1	29	20	15076643
29	4	84	20	15076687
85	1	86	20	15076686
83	32	6	20	15076802
6	14	83	20	15078675
42	33	1	20	15078431
2	1	12	20	15077728
2	1	29	20	15077729
53	1	9	20	15077731
47	2	87	20	15077732
88	2	0	20	15078268
83	32	6	20	15078266
6	32	83	20	15078267
83	14	6	20	15078264
6	32	83	20	15078263
83	32	6	20	15078262
66	34	1	20	15078261
66	1	6	20	15078260
6	14	83	20	15078265
2	35	12	20	15077760
29	4	1	21	15081959
41	21	83	21	15080652
12	4	89	21	15082413
83	21	41	21	15080651
90	11	46	21	15080749
83	1	41	21	15080650
91	1	46	21	15080745
46	10	90	21	15080746
41	21	83	21	15081790
83	1	41	21	15081788
83	21	41	21	15081789
1	13	36	22	15083880
26	36	1	22	15082952
29	4	1	22	15085053
29	0	31	22	15084888
29	15	92	22	15084889
93	37	29	22	15084505
57	24	31	23	15086795
12	9	57	24	15091402
0	38	46	24	15090785
57	9	12	24	15091403
12	9	57	24	15089272
94	4	95	24	15087236
12	39	96	24	15087248
97	39	96	24	15087249
57	9	12	24	15089273
2	1	12	24	15090304
2	1	29	24	15090305
83	21	41	24	15090307
41	21	83	24	15090308
83	1	41	24	15090306
26	14	64	24	15090318
64	14	26	24	15090319
72	40	98	24	15090309
72	1	12	24	15090391
72	41	99	24	15090393
100	20	72	25	15095937
100	10	12	25	15095938
12	17	97	25	15095939
26	14	46	25	15093787
46	14	26	25	15093786
12	11	100	25	15095942
31	31	29	25	15093532
12	4	1	25	15091790
48	34	0	25	15095903
101	33	102	25	15094893
31	31	29	25	15095308
0	38	46	25	15095709
26	15	0	25	15095708
12	11	92	25	15095766
29	42	92	25	15095764
92	10	12	25	15095762
29	7	69	25	15095745
88	2	103	26	15099813
9	2	1	26	15099972
38	1	2	26	15099825
1	2	81	26	15099812
74	2	1	26	15099971
1	43	20	26	15096139
26	18	12	26	15100048
1	32	104	26	15100046
104	32	1	26	15100047
1	25	29	26	15096138
0	8	105	26	15097113
88	2	81	26	15099811
1	36	106	26	15098385
31	31	29	26	15100043
2	44	107	26	15098896
2	1	108	26	15098895
0	1	2	27	15103129
2	1	12	27	15103130
102	1	0	27	15104597
109	45	110	27	15102697
63	13	93	27	15102686
2	32	111	27	15103131
110	45	109	27	15102696
2	1	12	27	15103128
112	0	74	27	15103013
113	1	12	27	15103055
48	18	31	28	15108467
31	18	1	28	15108466
31	46	93	28	15108465
114	1	115	28	15106422
116	1	48	28	15104929
117	1	31	28	15106655
29	1	92	28	15105855
118	1	31	28	15105622
17	4	119	28	15105136
12	4	119	28	15105125
12	4	119	28	15106560
117	1	31	28	15108023
29	1	92	28	15107885
12	2	120	28	15107256
12	2	51	28	15107257
29	1	92	28	15107928
117	1	31	28	15107830
12	14	72	28	15107678
0	7	121	28	15107645
72	14	12	28	15107677
1	8	35	28	15107643
0	23	1	28	15107638
0	7	35	28	15107644
12	4	27	29	15109433
63	13	36	29	15109988
122	1	0	29	15110730
29	4	52	29	15110485
29	1	92	29	15110703
92	47	1	29	15110502
122	1	31	29	15110729
12	4	27	30	15112053
12	4	19	30	15111181
12	4	27	30	15112348
20	12	12	31	15116755
0	48	1	31	15116781
66	15	29	31	15113248
66	15	29	31	15113469
66	15	29	31	15114744
1	8	92	31	15114798
123	24	19	31	15114969
19	49	57	31	15114968
9	34	12	31	15116752
38	1	2	31	15115746
124	40	51	31	15116001
1	8	92	31	15116049
29	7	92	31	15116112
61	1	125	31	15116166
61	1	126	31	15116167
61	1	127	31	15116168
128	1	93	31	15116749
20	12	12	31	15116750
129	0	1	32	15120547
66	1	2	32	15118736
130	1	32	32	15121020
29	4	52	32	15116879
48	1	92	32	15117102
12	7	131	32	15117306
132	1	115	32	15119180
66	1	2	32	15120001
66	1	2	32	15120028
66	1	2	32	15120247
26	13	117	32	15120496
29	9	30	32	15120500
1	13	36	33	15125644
0	50	31	33	15125055
133	1	134	33	15125056
26	15	2	33	15125643
2	15	135	33	15125057
17	4	119	33	15121208
136	23	137	33	15121317
33	51	0	33	15121361
138	1	32	33	15121360
1	13	36	33	15123594
29	4	1	33	15123693
139	45	4	33	15124139
12	2	120	33	15123944
10	18	139	33	15124140
140	20	141	33	15123810
4	45	139	33	15124138
29	4	1	33	15123830
29	4	1	33	15124137
66	15	29	33	15123892
12	2	51	33	15123945
26	13	31	34	15129736
26	3	31	34	15129734
1	13	36	34	15129735
66	15	1	34	15129612
29	14	142	34	15129198
142	14	29	34	15129199
2	0	1	34	15129162
143	1	12	34	15129961
31	14	144	34	15129963
144	14	31	34	15129965
144	15	31	34	15129964
32	7	1	34	15126016
29	7	1	34	15126017
81	15	0	34	15130227
0	52	145	34	15130226
144	1	31	34	15129962
2	1	31	34	15128249
2	1	0	34	15128248
146	21	147	34	15128253
66	1	38	34	15128230
26	13	36	34	15128229
147	21	146	34	15128254
12	2	51	34	15128973
148	53	12	34	15128519
0	0	1	34	15128505
1	13	36	34	15128434
26	15	2	34	15128433
66	1	12	35	15133868
54	1	57	35	15133867
66	1	45	35	15133866
2	1	12	35	15133372
45	2	123	35	15134167
1	13	31	35	15134210
42	0	74	35	15134238
45	2	123	35	15132032
29	7	30	35	15131961
29	54	12	35	15131962
4	1	69	35	15130398
1	55	31	35	15132989
149	1	150	35	15132313
42	0	74	35	15132311
29	54	12	35	15132453
29	54	12	35	15132452
45	2	123	35	15132874
31	15	144	35	15132868
29	4	19	35	15132607
12	33	20	36	15135572
2	1	0	36	15135575
45	2	57	36	15136515
151	15	12	36	15136552
66	1	57	37	15138654
2	1	0	37	15138809
2	1	0	37	15137316
2	7	12	37	15137317
12	49	57	37	15138651
2	0	1	37	15138810
2	38	45	37	15138650
66	1	57	37	15138636
54	1	12	37	15138361
54	1	12	37	15138197
45	1	12	37	15138646
4	1	152	38	15139132
1	2	12	38	15139133
28	8	31	38	15139134
31	7	1	38	15139135
31	7	1	38	15139113
1	2	12	38	15139111
28	8	31	38	15139112
45	1	0	38	15140055
151	1	29	38	15142568
29	4	1	38	15141972
29	4	1	38	15140993
29	4	1	38	15141015
4	1	152	38	15139110
153	14	154	38	15141879
25	1	31	38	15141307
45	30	57	38	15141614
2	1	12	38	15141612
29	1	106	38	15141835
154	14	153	38	15141878
113	23	155	39	15147231
2	1	126	39	15147234
54	1	0	39	15147157
1	2	12	39	15147154
28	8	31	39	15147155
132	1	0	39	15147388
12	11	45	39	15145638
45	18	156	39	15145636
45	10	12	39	15145635
26	1	92	39	15145257
113	23	155	39	15145196
2	1	126	39	15145183
12	4	157	39	15143337
132	1	12	39	15147145
2	1	158	39	15146064
132	1	0	39	15147144
31	7	1	39	15146465
2	1	158	39	15146072
2	1	159	39	15146030
2	1	12	39	15145932
8	1	122	39	15145778
2	2	160	39	15145779
161	1	12	39	15147033
66	1	162	39	15147082
69	1	163	39	15147041
29	4	1	39	15147094
1	2	43	40	15148051
0	56	12	40	15152252
1	13	36	40	15152251
27	15	164	40	15152171
165	4	27	40	15152172
166	1	167	40	15152177
31	7	1	40	15152039
165	4	27	40	15150251
45	36	12	40	15150197
45	1	2	40	15150196
26	13	36	40	15148240
45	8	29	40	15150147
168	9	169	40	15149074
169	9	168	40	15149073
4	1	170	40	15149072
29	0	1	40	15148504
171	1	154	40	15148239
26	13	36	40	15150046
1	2	12	40	15151633
28	8	31	40	15151634
0	1	102	40	15151614
0	15	12	40	15151615
26	1	92	40	15151613
29	4	157	40	15150666
38	1	113	40	15151625
102	1	0	40	15151798
151	1	12	40	15151755
113	23	155	40	15151747
38	1	2	40	15151650
126	4	172	41	15152519
12	4	172	41	15152518
126	4	172	41	15152453
12	4	172	41	15152452
12	4	1	41	15152372
66	1	32	41	15156332
106	2	12	41	15156333
72	57	19	41	15154568
29	4	173	41	15152546
1	34	32	41	15152610
174	2	12	41	15153431
1	58	32	41	15153430
12	4	172	41	15154513
126	4	172	41	15154514
2	1	45	41	15156307
1	34	32	41	15152584
32	59	175	41	15156208
72	57	19	41	15155711
4	1	170	41	15154792
169	9	168	41	15154793
168	9	169	41	15154794
72	57	19	41	15155642
0	56	12	41	15155503
1	13	36	41	15155502
12	1	125	41	15155483
12	0	0	41	15155484
176	13	36	41	15155386
1	34	32	42	15157048
0	7	177	42	15158428
156	1	76	42	15158228
29	1	178	42	15158087
179	31	175	42	15157891
12	45	33	42	15157861
32	52	13	42	15157863
12	4	111	42	15156859
63	13	36	42	15160050
12	45	33	42	15159795
32	52	13	42	15159797
0	7	177	42	15159096
1	34	32	42	15158986
63	13	36	42	15158672
179	31	175	42	15159793
12	36	19	42	15160154
1	13	36	42	15160308
174	2	12	42	15160556
12	36	19	42	15160523
1	58	32	42	15160555
156	1	76	42	15160344
132	14	12	43	15161905
12	14	132	43	15161903
180	49	145	43	15161904
181	60	1	43	15162475
72	14	12	43	15162181
12	14	72	43	15162180
31	0	1	43	15161989
12	31	182	44	15163083
29	34	43	45	15164940
43	1	29	45	15164939
29	4	173	45	15164938
12	4	111	45	15164945
1	13	26	45	15167823
1	13	36	45	15166889
37	13	36	45	15166888
1	13	26	45	15166887
1	18	26	45	15166886
26	18	181	45	15166758
1	2	12	45	15167761
53	1	9	45	15168596
183	0	29	45	15167101
37	15	12	45	15167695
37	15	183	45	15167696
37	13	36	45	15167697
1	0	0	45	15167760
102	38	23	45	15168053
9	1	22	45	15167862
1	13	36	45	15167825
37	13	36	45	15167824
23	19	102	45	15167885
1	18	26	45	15167822
53	1	52	45	15168597
184	59	185	46	15168779
0	0	37	46	15168793
0	1	12	46	15168792
186	0	1	46	15172717
2	15	29	46	15172693
29	35	183	46	15172691
187	24	188	46	15168873
2	55	9	46	15168935
189	0	29	46	15171070
31	61	12	46	15171081
2	1	18	46	15171069
26	13	29	46	15171072
26	0	1	46	15171071
26	41	59	46	15171051
18	1	190	46	15170712
81	39	190	46	15170714
12	38	190	46	15170713
114	4	1	46	15168955
191	32	81	46	15172678
66	1	0	46	15172219
192	1	66	46	15172218
2	1	18	46	15171917
26	13	29	46	15171920
26	0	1	46	15171919
189	0	29	46	15171918
31	61	12	46	15171914
2	1	18	46	15171222
26	13	29	46	15171225
26	0	1	46	15171224
189	0	29	46	15171223
31	61	12	46	15172230
81	32	191	46	15172680
126	32	191	46	15172679
126	32	81	46	15172677
81	32	126	46	15172675
29	1	0	46	15172673
38	1	0	46	15172672
191	32	126	46	15172676
193	14	12	46	15172650
12	14	193	46	15172649
1	15	0	46	15172648
1	0	0	46	15172647
114	4	1	47	15173190
2	1	18	47	15177521
12	11	194	47	15177532
194	10	12	47	15177529
26	13	29	47	15177524
195	1	9	47	15173174
18	38	81	47	15173565
91	1	12	47	15174140
57	4	1	47	15174144
196	14	2	47	15175373
2	14	196	47	15175374
26	0	1	47	15177523
189	0	29	47	15177522
38	1	12	47	15176977
2	0	31	47	15177353
31	61	12	47	15177377
66	1	43	47	15177419
70	4	1	47	15176855
29	1	31	47	15177435
66	1	31	48	15180631
31	23	29	48	15177560
91	1	12	48	15180693
57	4	1	48	15180696
1	15	197	48	15181500
196	14	2	48	15177543
2	14	196	48	15177544
29	44	12	48	15177561
198	0	0	48	15179617
198	0	199	48	15179618
111	14	66	48	15180633
66	14	111	48	15180632
200	1	29	48	15180879
31	22	20	48	15180556
20	22	31	48	15180557
201	0	202	48	15179789
203	14	202	48	15179791
202	14	203	48	15179792
111	14	38	48	15179946
111	14	23	48	15179947
204	0	202	48	15179790
23	14	111	48	15179949
102	1	38	48	15179945
190	62	205	48	15180431
206	62	205	48	15180502
38	14	111	48	15179948
1	15	197	48	15180524
37	13	36	49	15182605
54	0	207	49	15183873
4	0	20	49	15181881
1	13	36	49	15185545
54	0	207	49	15185543
102	1	38	49	15185492
23	14	111	49	15185496
37	13	36	49	15182606
38	14	111	49	15185495
156	1	31	49	15183687
111	14	23	49	15185494
1	13	36	49	15183838
156	1	29	49	15183686
1	13	36	49	15183688
63	13	36	49	15183654
26	36	31	49	15183627
111	14	38	49	15185493
37	13	36	49	15185379
1	13	36	49	15184510
208	39	209	49	15184285
37	13	210	49	15184098
102	1	38	49	15184025
23	14	111	49	15184029
38	14	111	49	15184028
111	14	23	49	15184027
111	14	38	49	15184026
200	1	29	49	15185491
37	13	210	49	15184511
54	0	207	49	15184605
102	2	126	49	15184607
113	1	29	49	15185482
102	1	0	49	15185481
1	13	36	49	15184606
156	1	31	49	15185464
156	1	29	49	15185463
1	13	36	49	15185465
208	39	209	49	15184882
63	13	211	49	15184881
26	13	211	49	15184880
29	1	30	50	15186233
212	36	131	50	15185768
2	1	0	51	15189518
1	2	12	52	15193560
4	1	32	52	15190239
29	54	12	52	15190252
31	12	12	52	15190253
1	2	12	52	15191848
38	1	12	52	15192145
38	1	12	52	15192146
213	18	29	52	15192241
46	0	26	52	15192169
26	13	211	52	15193203
63	13	211	52	15193204
214	1	215	52	15192418
214	14	215	52	15192419
102	1	9	52	15192422
37	13	12	52	15193054
43	63	69	52	15193056
63	13	36	52	15193057
32	56	12	52	15193063
2	1	0	52	15193131
46	0	26	52	15193108
1	13	36	52	15193101
212	36	131	53	15194247
48	36	2	53	15196766
43	1	2	53	15194269
2	1	195	53	15194492
81	10	12	53	15195498
12	11	81	53	15195499
43	1	2	53	15196764
48	36	2	53	15194271
12	32	216	53	15197756
216	32	12	53	15197757
25	1	37	53	15198268
29	35	12	53	15198370
200	1	29	53	15198368
1	13	36	53	15198369
213	18	29	53	15199000
4	1	32	53	15199019
217	1	12	53	15199021
1	13	36	53	15199022
213	0	2	53	15199001
218	64	219	54	15203565
48	36	2	54	15199105
2	1	195	54	15203465
43	1	2	54	15199103
72	0	220	54	15203462
12	32	216	54	15203460
221	65	167	54	15203227
25	1	37	54	15202531
216	32	12	54	15203461
222	1	207	54	15201758
221	65	167	54	15201310
1	13	36	54	15201309
223	1	61	54	15199286
25	1	37	54	15202368
25	2	12	54	15202345
224	2	12	54	15202344
26	8	46	54	15202226
176	2	12	54	15202386
0	0	12	54	15202405
10	0	2	54	15202472
29	35	183	54	15202518
113	18	1	54	15202516
102	1	9	54	15202474
225	18	12	55	15208291
4	0	1	55	15208174
53	1	177	55	15208173
1	36	0	55	15207547
102	10	210	55	15206178
210	8	102	55	15206177
0	44	107	55	15206105
210	11	102	55	15206176
151	1	0	55	15207349
4	1	10	55	15206640
1	13	36	55	15206641
4	1	26	55	15206639
25	2	12	55	15206638
224	2	12	55	15206637
1	2	12	55	15206636
122	1	12	55	15206635
122	1	8	55	15206634
1	34	0	55	15206633
2	38	46	55	15206620
0	18	26	55	15206645
26	1	12	55	15206644
0	44	107	55	15206693
1	2	12	55	15206924
26	2	12	55	15206923
226	8	46	55	15206812
227	4	1	56	15209085
10	1	46	56	15212722
2	36	46	56	15209139
1	36	46	56	15212121
46	0	1	56	15212120
12	1	46	56	15210419
12	1	46	56	15210498
18	58	114	56	15210742
18	38	114	56	15210743
22	22	202	56	15210892
202	22	22	56	15210893
10	0	26	56	15210924
1	36	0	56	15209458
46	1	12	56	15211670
0	44	107	56	15211091
1	2	12	56	15211133
8	1	12	56	15211131
8	1	113	56	15211132
8	33	12	56	15211136
1	2	12	56	15211137
37	13	36	56	15211138
2	1	195	56	15211258
66	1	37	56	15211143
42	1	25	56	15211141
8	1	113	56	15211135
8	1	29	56	15211134
183	42	46	57	15213036
228	0	46	57	15214135
20	7	12	57	15213035
3	10	12	57	15213080
12	11	3	57	15213081
4	1	3	57	15213079
229	1	114	57	15213159
229	1	114	57	15213160
147	15	111	57	15214136
18	1	0	57	15214217
1	2	12	57	15214167
183	42	46	57	15214225
20	7	12	57	15214222
66	15	113	57	15214223
66	15	29	57	15214224
0	42	46	57	15212914
18	1	0	57	15214134
1	13	36	57	15212913
38	15	31	57	15212911
38	66	31	57	15212912
125	67	230	57	15214316
231	9	193	57	15214317
37	1	210	57	15214351
2	0	1	57	15214574
1	2	12	57	15214814
18	1	0	57	15214902
29	44	12	57	15214525
183	1	147	57	15214969
1	2	12	57	15214970
46	58	228	57	15215063
46	38	228	57	15215064
183	42	46	57	15215238
20	7	12	57	15215235
66	15	113	57	15215236
66	15	29	57	15215237
45	1	232	58	15217344
183	42	46	58	15217421
43	15	29	58	15215403
43	15	29	58	15215407
2	15	31	58	15215537
19	24	210	58	15215454
19	24	12	58	15215455
48	1	29	58	15215453
2	0	1	58	15215536
32	33	1	58	15217306
38	62	12	58	15217307
2	0	31	58	15216860
29	68	43	58	15216750
26	18	233	58	15216754
3	10	12	58	15216965
12	11	3	58	15216966
43	68	29	58	15216751
1	2	12	59	15221359
66	15	29	59	15221356
183	42	46	59	15221357
20	7	12	59	15221354
88	1	20	59	15221156
38	34	0	59	15217672
88	1	9	59	15221155
66	15	113	59	15221355
2	1	29	59	15217984
75	1	57	59	15219809
48	1	0	59	15219892
234	1	235	59	15220071
53	0	37	59	15221124
183	42	46	59	15220224
1	13	36	59	15221021
26	36	2	60	15226630
29	4	30	60	15226641
2	3	1	60	15226629
29	7	12	60	15224899
12	27	1	60	15224155
183	42	46	60	15224900
93	33	1	60	15222321
1	2	12	60	15222322
29	4	30	60	15222204
210	26	29	60	15222203
38	34	0	60	15222202
48	1	29	60	15222199
19	24	12	60	15222201
19	24	210	60	15222200
186	3	1	60	15224898
2	1	0	60	15224833
10	69	0	60	15224839
10	0	2	60	15224838
2	43	0	60	15224840
2	15	31	60	15224852
29	0	12	60	15224848
12	4	19	60	15224849
66	58	10	60	15224846
236	1	210	60	15224845
25	15	0	61	15231246
25	1	26	61	15231245
25	1	26	61	15231036
106	70	31	61	15230965
25	15	43	61	15231248
2	3	1	61	15230775
1	2	12	61	15229096
25	1	26	61	15228740
237	1	238	61	15227925
2	2	239	61	15227927
0	2	239	61	15227926
240	18	0	61	15227872
25	15	0	61	15228741
26	36	2	61	15230776
25	15	28	61	15231247
66	0	1	61	15230072
0	38	10	61	15230074
2	71	30	61	15230066
2	0	29	61	15230065
220	36	35	61	15229655
66	0	1	61	15230067
1	2	12	61	15230086
85	1	52	62	15235116
85	15	52	62	15235117
213	1	10	62	15235428
52	47	81	62	15235118
237	1	238	62	15235075
236	1	26	62	15234394
0	2	239	62	15235076
2	2	241	62	15234636
2	2	239	62	15235077
180	22	12	62	15232350
70	0	29	62	15233572
0	17	180	62	15232349
242	22	243	62	15232354
66	21	243	62	15232353
243	22	242	62	15232352
243	21	66	62	15232348
12	22	180	62	15232351
70	0	29	62	15231665
0	17	180	62	15231526
242	22	243	62	15231531
66	21	243	62	15231530
243	22	242	62	15231529
243	21	66	62	15231525
12	22	180	62	15231528
180	22	12	62	15231527
70	0	29	62	15231501
66	1	9	62	15234351
28	56	12	62	15234353
66	1	28	62	15234350
1	15	0	62	15234347
93	1	31	62	15234346
37	13	36	62	15234345
12	8	0	62	15234344
186	1	0	62	15234343
66	1	29	62	15234104
213	1	42	62	15234319
1	2	12	62	15234320
66	1	0	62	15234378
66	1	26	62	15234379
20	0	37	62	15234369
2	3	1	62	15234358
26	36	2	62	15234359
66	23	74	63	15239659
242	22	243	63	15238689
31	23	29	63	15239063
0	17	180	63	15238684
66	21	243	63	15238688
66	21	243	63	15235814
180	22	12	63	15235811
12	22	180	63	15235812
243	21	66	63	15235809
243	22	242	63	15235813
243	22	242	63	15238687
242	22	243	63	15235815
244	0	207	63	15237246
244	18	207	63	15237247
31	23	29	63	15237934
243	21	66	63	15238683
1	2	12	63	15237843
180	22	12	63	15238685
12	22	180	63	15238686
43	1	29	63	15238099
66	1	0	63	15238100
12	32	26	63	15238104
0	1	32	63	15238105
1	15	29	63	15238107
0	2	239	63	15238244
245	15	0	63	15238207
246	15	207	63	15238681
246	41	216	63	15238680
38	1	2	63	15238645
2	2	241	63	15238646
64	1	247	63	15238579
2	1	66	63	15238644
64	1	247	63	15238578
1	2	12	63	15238436
66	2	241	63	15238431
31	23	29	63	15238282
237	1	238	63	15238243
2	2	239	63	15238245
29	72	37	64	15240262
37	17	32	64	15242519
0	2	26	64	15242518
26	2	12	64	15240261
29	7	92	64	15240289
66	23	74	64	15241440
64	1	66	64	15241423
142	1	31	64	15241430
38	1	12	64	15241493
66	23	74	64	15242371
63	2	12	64	15241424
46	0	1	64	15242362
2	8	1	64	15241812
64	1	66	64	15242014
1	2	12	64	15241603
26	2	12	64	15241604
46	0	1	64	15242361
152	23	0	64	15241810
2	23	0	64	15241811
93	1	0	64	15241809
37	2	12	64	15241838
2	0	1	64	15241884
2	15	63	64	15241885
1	13	36	64	15241886
2	1	12	64	15241883
63	2	12	64	15242015
31	61	12	64	15241839
248	52	249	65	15243591
66	1	2	65	15242869
176	2	12	65	15242889
43	7	12	65	15242911
248	52	249	65	15243506
2	1	31	65	15242868
29	7	30	65	15242870
29	4	19	65	15242817
29	4	19	65	15242849
29	4	19	65	15242842
37	73	29	65	15245089
248	52	249	65	15244471
1	2	12	65	15244470
29	4	19	65	15242871
26	2	12	66	15248610
142	1	66	66	15248611
29	38	92	66	15248667
31	14	48	66	15248666
29	4	1	66	15248669
48	14	31	66	15248665
1	2	12	66	15248609
38	30	241	66	15248677
29	38	1	66	15248668
32	7	46	66	15248607
183	42	1	66	15248604
189	9	0	66	15248608
77	74	1	66	15248605
26	2	12	66	15248676
29	0	12	66	15248572
12	52	92	66	15248573
1	2	12	66	15248533
38	30	241	66	15248534
2	30	241	66	15248494
2	30	241	66	15248463
1	33	189	66	15248606
37	13	36	66	15248678
29	42	12	66	15245284
1	2	12	66	15248823
29	14	66	66	15248465
29	4	19	66	15247138
2	30	241	66	15246961
23	1	12	66	15248820
12	22	180	66	15245286
180	22	12	66	15245285
1	2	12	66	15248970
102	1	0	66	15248967
66	14	29	66	15248462
2	2	250	66	15248307
2	2	241	66	15248358
1	75	12	66	15247396
2	2	241	66	15247375
37	75	36	66	15247374
66	1	0	66	15247371
66	0	63	66	15247372
26	13	36	66	15247373
66	23	74	66	15247363
1	2	12	66	15247362
66	1	12	66	15247359
29	1	210	66	15247358
30	1	29	66	15247357
48	1	210	66	15247356
155	1	0	66	15247355
26	13	36	66	15248464
31	14	48	66	15247467
48	14	31	66	15247466
66	0	1	66	15248306
2	30	241	66	15248308
2	30	251	66	15248173
2	30	241	66	15248172
2	30	241	66	15247976
2	76	241	66	15247975
2	2	241	66	15247974
66	1	152	66	15247740
2	2	241	66	15247816
2	2	241	66	15247609
2	1	66	66	15247607
28	1	46	66	15248356
38	1	2	66	15247608
37	2	12	66	15247622
2	2	241	66	15247623
2	30	241	66	15247714
197	2	241	67	15253277
252	1	253	67	15253278
2	0	1	67	15253286
2	15	63	67	15253287
1	13	36	67	15253288
2	1	12	67	15253285
102	1	23	67	15253186
2	30	241	67	15253321
2	2	250	67	15253320
2	32	1	67	15253471
1	2	2	67	15253428
66	0	1	67	15253319
1	33	63	67	15253187
2	34	0	67	15253470
42	4	92	67	15253037
1	77	42	67	15253035
2	2	241	67	15253038
2	2	113	67	15253039
32	4	30	67	15253043
107	8	254	67	15253047
2	2	241	67	15253079
31	61	12	67	15253129
37	2	12	67	15253128
2	30	241	67	15253166
2	30	251	67	15253167
63	13	36	67	15253188
9	1	74	67	15253477
1	16	0	67	15250958
255	1	256	67	15253537
9	1	74	67	15250819
37	2	12	67	15250957
42	4	92	67	15253036
257	1	258	67	15251148
0	14	2	67	15251192
2	14	0	67	15251193
255	0	259	67	15253539
29	4	19	67	15249411
255	1	12	67	15253538
151	1	28	67	15253555
132	1	28	67	15253624
132	1	0	67	15253625
0	14	2	67	15253639
